Location,Price,Number of bedrooms,Living area,Surface area land,Property subtype_FARMHOUSE,Property subtype_HOUSE,Property subtype_MANSION,Property subtype_MIXED_USE_BUILDING,Property subtype_VILLA,Kitchen equipped,Open fireplace,Terrace,Garden,Pool,Condition
Huy,379000.0,3.0,155.0,290.0,0,1,0,0,0,1,0,1,1,1,0
Bredene,489000.0,4.0,184.0,600.0,0,1,0,0,0,1,0,0,1,0,1
Wingene,350000.0,4.0,281.0,463.0,0,1,0,0,0,0,0,0,0,0,0
Tienen,329000.0,2.0,157.0,586.0,0,1,0,0,0,1,0,1,1,0,0
Sint-Amandsberg,295000.0,2.0,126.0,69.0,0,1,0,0,0,0,0,0,1,0,0
Jabbeke,459500.0,3.0,99.0,700.0,0,0,0,0,1,1,0,0,1,0,1
Beveren,655000.0,3.0,379.0,463.0,0,1,0,0,0,0,0,1,0,0,0
Denderwindeke,335000.0,3.0,191.0,0.0,0,1,0,0,0,1,0,0,1,0,1
Oostende,245000.0,2.0,115.0,100.0,0,1,0,0,0,1,0,1,0,0,0
De Haan,1650000.0,4.0,499.0,760.0,0,1,0,0,0,1,1,1,1,0,0
Harelbeke,320000.0,3.0,206.0,218.0,0,1,0,0,0,1,0,0,1,0,0
Wauthier-Braine,445000.0,3.0,140.0,608.0,0,0,0,0,1,1,0,0,1,0,0
Izegem,255000.0,4.0,150.0,76.0,0,1,0,0,0,0,0,0,1,0,0
WOLUWÉ-SAINT-LAMBERT,730000.0,3.0,210.0,81.0,0,1,0,0,0,1,0,0,0,0,1
Evergem,255000.0,2.0,110.0,334.0,0,1,0,0,0,0,0,1,1,0,1
Mettet,199000.0,3.0,130.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Wellin,215000.0,4.0,160.0,195.0,0,1,0,0,0,1,0,1,1,0,0
Vedrin,249000.0,3.0,159.0,482.0,0,1,0,0,0,0,1,0,0,0,1
Mouscron,135000.0,3.0,120.0,139.0,0,1,0,0,0,1,0,1,1,0,0
Herseaux,105000.0,2.0,93.0,95.0,0,1,0,0,0,0,1,1,0,0,1
HOEVENEN,349000.0,3.0,130.0,0.0,0,1,0,0,0,1,0,0,1,0,0
Mouscron,359000.0,4.0,200.0,700.0,0,1,0,0,0,0,0,0,0,0,1
WIERDE,545000.0,5.0,250.0,1350.0,0,0,0,0,1,0,1,1,0,0,0
Halle,499000.0,3.0,184.0,145.0,0,1,0,0,0,1,0,1,0,0,0
Waregem,262500.0,3.0,130.0,247.0,0,1,0,0,0,1,0,1,0,0,0
Desselgem,335000.0,3.0,180.0,376.0,0,1,0,0,0,1,0,1,0,0,0
Evergem,295000.0,4.0,260.0,913.0,0,1,0,0,0,0,0,1,1,0,1
Baronville,999000.0,8.0,492.0,2600.0,0,0,0,0,1,1,0,1,1,1,0
Houyet,428500.0,2.0,245.0,1800.0,0,0,0,0,1,1,0,1,1,0,0
Vencimont,375000.0,2.0,184.0,1895.0,0,1,0,0,0,1,0,1,1,0,0
Philippeville,490000.0,4.0,316.0,2347.0,0,1,0,0,0,1,1,1,1,0,1
ANSEREMME,175000.0,2.0,124.0,445.0,0,1,0,0,0,0,0,1,0,0,1
Dinant,399000.0,5.0,437.0,2143.0,0,1,0,0,0,0,1,1,1,0,1
Binche,150000.0,3.0,173.0,100.0,0,1,0,0,0,0,0,1,0,0,1
Philippeville,235000.0,3.0,125.0,1244.0,0,0,0,0,1,1,0,1,1,0,1
Dinant,59000.0,1.0,30.0,148.0,0,1,0,0,0,0,0,1,0,0,1
Hastière,265000.0,3.0,95.0,1953.0,0,1,0,0,0,1,0,1,1,0,0
Florennes,175000.0,1.0,55.0,1300.0,0,1,0,0,0,1,0,0,1,0,0
Hastière,245000.0,3.0,100.0,1380.0,0,0,0,0,1,1,0,1,1,0,0
Bioul,274000.0,3.0,180.0,425.0,0,1,0,0,0,1,0,1,1,0,0
Dinant,299000.0,4.0,175.0,443.0,0,0,0,0,1,0,0,0,1,0,1
Dinant,399000.0,3.0,155.0,667.0,0,1,0,0,0,1,0,1,1,0,0
Aubange,469000.0,5.0,220.0,235.0,0,1,0,0,0,0,0,1,1,0,0
Geraardsbergen,175000.0,3.0,135.0,266.0,0,1,0,0,0,1,0,1,1,0,0
Aalst,349500.0,2.0,177.0,70.0,0,1,0,0,0,1,0,1,0,0,0
Walcourt,299000.0,5.0,209.0,953.0,0,1,0,0,0,1,0,1,1,0,0
Hastière,299000.0,5.0,560.0,300.0,0,1,0,0,0,1,0,1,0,0,0
Hastière,180000.0,3.0,115.0,625.0,0,1,0,0,0,1,0,1,1,0,0
Dinant,345000.0,3.0,154.0,995.0,0,0,0,0,1,1,0,1,1,0,0
Haacht,234000.0,2.0,133.0,85.0,0,1,0,0,0,1,0,1,0,0,0
Auderghem,665000.0,4.0,170.0,90.0,0,1,0,0,0,1,0,1,0,0,1
Onhaye,795000.0,6.0,610.0,3050.0,0,1,0,0,0,1,0,1,1,0,0
Dinant,324000.0,3.0,210.0,72.0,0,1,0,0,0,1,0,0,0,0,1
Dinant,324000.0,3.0,200.0,100.0,0,1,0,0,0,1,0,0,0,0,1
Nazareth,589000.0,4.0,356.0,1100.0,0,1,0,0,0,1,0,1,1,0,0
Namur,292600.0,4.0,116.0,1020.0,0,1,0,0,0,1,1,0,1,0,0
Gent,225000.0,3.0,110.0,250.0,0,1,0,0,0,0,0,0,1,0,1
Gent,225000.0,3.0,110.0,238.0,0,1,0,0,0,0,0,0,1,0,1
Laakdal,304900.0,3.0,143.0,219.0,0,1,0,0,0,0,0,0,0,0,0
Geel (Geel),349000.0,4.0,186.0,1032.0,0,1,0,0,0,0,0,0,0,0,0
Genappe,265000.0,3.0,125.0,361.0,0,1,0,0,0,1,0,1,1,0,0
Herseaux,289000.0,5.0,156.0,642.0,0,1,0,0,0,1,0,1,1,0,0
Wiers,155000.0,3.0,150.0,1950.0,0,1,0,0,0,0,0,0,1,0,1
Enghien,335000.0,3.0,155.0,2034.0,1,0,0,0,0,0,0,0,0,0,1
Genval,795000.0,8.0,350.0,1500.0,0,0,0,0,1,1,1,1,1,0,1
Fontaine-l'Eveque,279000.0,3.0,133.0,2860.0,0,1,0,0,0,0,0,1,0,0,1
Olmen,279000.0,4.0,164.0,830.0,0,1,0,0,0,0,0,0,0,0,0
Ursel,275000.0,3.0,140.0,1048.0,0,1,0,0,0,1,0,1,0,0,1
Beerse,399000.0,3.0,242.0,437.0,0,1,0,0,0,1,0,1,1,0,0
Geel (Geel),230000.0,3.0,285.0,1168.0,0,1,0,0,0,0,0,0,0,0,1
Poperinge,495000.0,5.0,351.0,3778.0,0,1,0,0,0,1,0,1,0,0,0
Hamois,199000.0,3.0,140.0,1263.0,0,1,0,0,0,0,0,1,1,0,1
Chevetogne,190000.0,2.0,95.0,900.0,0,1,0,0,0,1,0,0,1,0,0
Beffe,225000.0,2.0,105.0,1125.0,0,0,0,0,1,1,0,1,1,0,0
Heure,108000.0,2.0,56.0,66.0,0,1,0,0,0,1,0,1,0,0,0
Hogne,285000.0,3.0,172.0,1793.0,0,0,0,0,1,1,0,0,1,0,0
Chardeneux,450000.0,4.0,175.0,1100.0,0,0,0,0,1,1,0,1,1,0,0
Forrières,245000.0,3.0,140.0,1342.0,0,0,0,0,1,1,0,0,1,0,0
Nassogne,245000.0,3.0,140.0,1342.0,0,0,0,0,1,1,0,0,1,0,0
Marloie,275000.0,4.0,150.0,874.0,0,1,0,0,0,1,0,1,1,0,0
Chéoux,148000.0,2.0,51.0,4161.0,0,1,0,0,0,1,0,1,1,0,0
Waha,345000.0,4.0,274.0,915.0,0,0,0,0,1,0,0,0,1,0,1
Rotselaar,495000.0,3.0,202.0,701.0,0,1,0,0,0,1,0,1,1,0,0
Geel (Geel),285000.0,3.0,160.0,264.0,0,1,0,0,0,0,0,0,0,0,0
Balen,275000.0,3.0,173.0,853.0,0,1,0,0,0,0,0,1,0,0,0
Averbode,320000.0,4.0,240.0,705.0,0,1,0,0,0,0,0,0,0,0,0
Marchin,260000.0,3.0,100.0,1340.0,0,1,0,0,0,1,0,1,1,0,0
Havelange,275000.0,5.0,200.0,920.0,0,1,0,0,0,1,0,1,1,0,0
Ciney,500000.0,9.0,375.0,153.0,0,1,0,0,0,1,0,0,0,0,0
Ciney,250000.0,3.0,100.0,1158.0,0,1,0,0,0,0,0,1,1,0,1
Beffe,434000.0,6.0,185.0,1426.0,0,0,0,0,1,1,0,1,1,0,0
Han-sur-Lesse,295000.0,5.0,185.0,735.0,0,0,0,0,1,1,0,1,1,0,0
Nassogne,195000.0,5.0,600.0,2661.0,0,0,0,0,1,0,0,0,1,0,1
Masbourg,195000.0,5.0,600.0,2661.0,0,0,0,0,1,0,0,0,1,0,1
Nieuwenhove,355675.0,3.0,140.0,372.0,0,1,0,0,0,0,0,0,1,0,1
Geel (Geel),360210.0,3.0,158.0,371.0,0,1,0,0,0,0,0,0,0,0,1
Geel (Geel),381820.0,3.0,180.0,394.0,0,1,0,0,0,0,0,0,0,0,0
Harelbeke,285750.0,4.0,161.0,290.0,0,1,0,0,0,0,0,1,0,0,1
Laakdal,289900.0,3.0,128.0,213.0,0,1,0,0,0,0,0,1,0,0,0
geel,440000.0,4.0,376.0,650.0,0,1,0,0,0,0,0,0,0,0,1
Scherpenheuvel-Zichem,249000.0,5.0,334.0,728.0,0,1,0,0,0,0,0,0,0,0,1
Geluwe,329000.0,3.0,170.0,372.0,0,1,0,0,0,1,0,1,1,0,0
Gent,310000.0,4.0,155.0,72.0,0,1,0,0,0,0,0,0,0,0,0
Mouscron,125000.0,3.0,132.0,169.0,0,1,0,0,0,0,0,1,0,0,1
Herseaux,309000.0,3.0,146.0,352.0,0,1,0,0,0,1,0,1,1,0,0
Londerzeel,395000.0,2.0,120.0,1421.0,0,1,0,0,0,1,0,1,1,0,0
Schaerbeek,489000.0,3.0,150.0,0.0,0,0,1,0,0,1,0,1,0,0,1
Wilrijk (Antwerpen),585000.0,4.0,247.0,374.0,0,1,0,0,0,0,0,0,0,0,0
Wiers,220000.0,2.0,128.0,1624.0,0,0,0,0,1,1,1,1,1,0,0
Forest,369000.0,3.0,231.0,89.0,0,1,0,0,0,0,0,0,1,0,1
Ingelmunster,385000.0,5.0,197.0,1495.0,0,1,0,0,0,1,0,1,1,0,0
Westende,850000.0,3.0,220.0,565.0,0,0,0,0,1,1,0,1,1,0,0
Néchin,380000.0,6.0,255.0,0.0,0,1,0,0,0,0,0,1,0,0,0
Néchin,260000.0,4.0,170.0,0.0,0,1,0,0,0,0,0,1,0,0,0
Tubize,350000.0,3.0,165.0,2270.0,0,0,0,0,1,0,0,1,1,0,1
Londerzeel,469000.0,3.0,150.0,205.0,0,1,0,0,0,1,0,1,1,0,0
Forest,369000.0,3.0,231.0,89.0,0,0,0,1,0,0,0,0,1,0,1
Spa,549000.0,5.0,267.0,1200.0,0,0,0,0,1,1,1,1,1,0,1
Zwevezele,369000.0,6.0,240.0,3108.0,0,1,0,0,0,0,0,1,0,0,1
Mouscron,279000.0,3.0,120.0,477.0,0,0,0,0,1,1,0,1,1,0,0
Evere,495000.0,3.0,200.0,257.0,0,1,0,0,0,0,0,1,1,0,1
Boom,289000.0,3.0,136.0,0.0,0,1,0,0,0,0,0,1,1,0,1
Waregem,233900.0,3.0,550.0,500.0,0,1,0,0,0,0,0,1,1,0,1
Ronse,315000.0,3.0,180.0,133.0,0,1,0,0,0,1,0,1,1,0,0
JUPILLE-SUR-MEUSE,125000.0,3.0,167.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Ville-sur-Haine,110000.0,3.0,100.0,0.0,0,1,0,0,0,0,0,1,1,0,1
Alost,289000.0,3.0,138.0,0.0,0,1,0,0,0,0,0,0,1,0,0
Geel,649000.0,5.0,319.0,1503.0,0,1,0,0,0,1,1,0,1,0,0
Turnhout,299000.0,3.0,190.0,247.0,0,1,0,0,0,0,0,0,1,0,1
Molenbeek-Saint-Jean,475000.0,4.0,160.0,180.0,0,1,0,0,0,1,0,1,1,0,0
Vorselaar,269000.0,3.0,153.0,0.0,0,1,0,0,0,0,0,0,0,0,1
EMBLEM,149000.0,2.0,87.0,335.0,0,1,0,0,0,0,0,0,1,0,1
Kapellen,259000.0,2.0,120.0,1000.0,0,1,0,0,0,0,0,0,1,0,1
VELAINE,450000.0,4.0,217.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Amougies,430000.0,5.0,367.0,2070.0,0,0,1,0,0,1,0,0,0,0,0
Lessines,129000.0,2.0,130.0,210.0,0,1,0,0,0,0,0,0,0,0,0
Antwerp,390000.0,3.0,180.0,157.0,0,1,0,0,0,1,0,0,0,0,0
Sint-Lenaarts,435000.0,3.0,213.0,793.0,0,1,0,0,0,1,0,0,0,0,1
Torhout,249000.0,2.0,147.0,227.0,0,1,0,0,0,1,0,0,0,0,0
Torhout,249000.0,2.0,147.0,227.0,0,0,0,1,0,1,0,0,0,0,0
Beveren-Waas,295000.0,3.0,130.0,320.0,0,1,0,0,0,0,0,0,1,0,1
Roeselare,223000.0,3.0,150.0,192.0,0,1,0,0,0,0,0,1,0,0,0
Quaregnon,157500.0,3.0,136.0,405.0,0,1,0,0,0,1,0,1,0,0,0
Trooz,135000.0,2.0,105.0,180.0,0,1,0,0,0,0,0,1,0,0,0
Haacht,365000.0,4.0,187.0,585.0,0,1,0,0,0,1,0,1,1,0,0
Petit-Dour,400000.0,5.0,344.0,3380.0,0,1,0,0,0,0,0,1,1,0,0
Ronse,299500.0,3.0,220.0,469.0,0,1,0,0,0,0,0,1,1,0,0
Ronse,169000.0,3.0,155.0,241.0,0,1,0,0,0,0,0,1,0,0,1
Begijnendijk,364900.0,4.0,250.0,792.0,0,1,0,0,0,0,0,0,0,0,0
Hemiksem,275000.0,4.0,227.0,206.0,0,1,0,0,0,0,0,1,1,0,1
Froidchapelle,85000.0,2.0,60.0,434.0,0,1,0,0,0,0,0,0,1,0,0
Frasnes-lez-Gosselies,195000.0,3.0,100.0,94.0,0,1,0,0,0,1,0,1,0,0,0
Waterloo,895000.0,4.0,287.0,1501.0,0,0,0,0,1,1,0,0,1,0,1
Mortsel,495000.0,3.0,165.0,156.0,0,1,0,0,0,1,0,0,1,0,0
SINT-NIKLAAS,394000.0,6.0,351.0,283.0,0,1,0,0,0,1,0,1,1,0,1
Wavre,399000.0,3.0,140.0,383.0,0,1,0,0,0,1,0,0,1,0,0
Grez-Doiceau,399000.0,3.0,140.0,383.0,0,1,0,0,0,1,0,0,1,0,0
Schaerbeek,495000.0,5.0,165.0,135.0,0,1,0,0,0,0,0,1,1,0,1
Oostrozebeke,319000.0,4.0,240.0,351.0,0,1,0,0,0,1,0,1,1,0,1
Avelgem,595000.0,4.0,320.0,1205.0,0,0,1,0,0,1,0,0,0,0,1
Waremme,239900.0,5.0,236.0,216.0,0,1,0,0,0,1,0,1,1,0,0
Lembeek,270000.0,3.0,173.0,480.0,0,1,0,0,0,0,0,0,0,0,1
Berchem-Sainte-Agathe,510000.0,3.0,225.0,0.0,0,1,0,0,0,1,1,1,1,0,0
BRUXELLES,335000.0,5.0,160.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Stabroek,340000.0,3.0,120.0,90.0,0,1,0,0,0,1,0,1,0,0,0
Braine-l'Alleud,535000.0,3.0,240.0,640.0,0,0,0,0,1,1,0,1,1,0,1
Mechelen,349000.0,3.0,196.0,164.0,0,1,0,0,0,1,0,1,1,0,0
Wingene,399000.0,3.0,210.0,1056.0,0,1,0,0,0,1,0,0,0,0,1
Sint-amands,375000.0,2.0,180.0,259.0,0,1,0,0,0,1,0,1,1,0,0
Deurne,369900.0,3.0,225.0,160.0,0,1,0,0,0,1,0,0,1,0,0
Andenne,260000.0,4.0,275.0,231.0,0,1,0,0,0,0,0,1,0,0,0
Borgloon,725000.0,5.0,908.0,1480.0,0,0,0,1,0,0,0,1,1,0,0
Borgloon,310000.0,3.0,150.0,0.0,0,1,0,0,0,1,0,1,0,0,1
Borgloon,305000.0,3.0,145.0,0.0,0,1,0,0,0,1,0,1,0,0,1
WERPIN,399000.0,3.0,539.0,1385.0,0,1,0,0,0,1,0,1,1,0,0
Goesnes,419000.0,3.0,160.0,1003.0,0,1,0,0,0,1,0,1,1,0,1
Anderlecht,389000.0,3.0,120.0,653.0,0,1,0,0,0,0,0,1,1,0,1
Zwevegem,275000.0,4.0,205.0,189.0,0,1,0,0,0,1,0,1,1,0,0
Geraardsbergen,189000.0,2.0,99.0,205.0,0,1,0,0,0,1,0,1,1,0,0
Stevoort,295000.0,4.0,189.0,395.0,0,1,0,0,0,0,0,1,1,0,1
Stevoort,295000.0,4.0,189.0,395.0,0,0,0,1,0,0,0,0,1,0,1
SINT-KATELIJNE-WAVER,640000.0,3.0,250.0,681.0,0,0,0,0,1,1,0,1,1,0,0
Custinne,25000.0,2.0,92.0,0.0,0,1,0,0,0,1,0,0,1,0,0
Mariakerke - Gent,399000.0,4.0,379.0,0.0,0,1,0,0,0,1,1,1,1,0,1
Temse,339000.0,6.0,236.0,139.0,0,1,0,0,0,0,0,1,1,0,0
Boutersem,375000.0,4.0,200.0,644.0,0,1,0,0,0,1,0,1,0,0,0
Feluy,300000.0,4.0,150.0,710.0,0,1,0,0,0,0,0,1,0,0,1
Harelbeke,315000.0,3.0,177.0,222.0,0,1,0,0,0,1,0,1,1,0,0
Deurne,218500.0,3.0,80.0,71.0,0,1,0,0,0,1,0,0,1,0,0
Nivelles,300000.0,4.0,150.0,710.0,0,1,0,0,0,0,0,1,0,0,1
Leuven,400000.0,3.0,120.0,164.0,0,1,0,0,0,0,0,1,1,0,1
HOLLAIN,210000.0,4.0,145.0,540.0,0,1,0,0,0,1,0,1,0,0,0
SINT-JANS-MOLENBEEK,325000.0,5.0,170.0,91.0,0,1,0,0,0,0,0,0,0,0,1
AUVELAIS,190000.0,2.0,180.0,485.0,0,1,0,0,0,0,0,1,0,0,1
SINT-NIKLAAS,232000.0,2.0,123.0,130.0,0,1,0,0,0,1,0,0,0,0,0
Blaimont,115000.0,1.0,42.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Familleureux,145000.0,2.0,110.0,135.0,0,1,0,0,0,1,0,0,1,0,1
Genval,1140000.0,7.0,450.0,0.0,0,1,0,0,0,1,0,0,0,0,0
Genval,1140000.0,7.0,450.0,0.0,0,1,0,0,0,1,0,0,0,0,0
Halle,255000.0,2.0,85.0,85.0,0,1,0,0,0,1,0,1,0,0,0
Uccle,399000.0,2.0,102.0,0.0,0,1,0,0,0,1,0,1,0,0,1
Genval,315000.0,3.0,138.0,1179.0,0,1,0,0,0,1,0,0,1,0,1
Deerlijk,218000.0,3.0,162.0,388.0,0,1,0,0,0,1,1,0,1,0,1
Wevelgem,130000.0,4.0,165.0,121.0,0,1,0,0,0,1,0,0,1,0,1
Waregem,199000.0,3.0,126.0,244.0,0,1,0,0,0,0,0,0,1,0,1
Kuurne,295000.0,4.0,182.0,262.0,0,1,0,0,0,1,0,0,1,0,0
Sint-Kruis,399000.0,5.0,180.0,203.0,0,1,0,0,0,0,0,1,0,0,0
Gentbrugge,438000.0,4.0,201.0,161.0,0,1,0,0,0,1,0,0,1,0,0
Tongeren,569000.0,4.0,285.0,557.0,0,1,0,0,0,0,1,0,1,0,1
Zelzate,245000.0,4.0,223.0,230.0,0,1,0,0,0,1,0,0,1,0,0
Willebroek,290000.0,3.0,140.0,190.0,0,1,0,0,0,0,0,0,0,0,0
Gouvy,340000.0,4.0,160.0,1223.0,0,1,0,0,0,0,0,0,0,0,1
Huy,395000.0,9.0,385.0,647.0,0,1,0,0,0,0,0,1,1,0,0
Oudenaarde (Ename),423000.0,3.0,183.0,1027.0,0,1,0,0,0,1,1,0,0,0,1
Molenbeek-St-Jean,370000.0,4.0,160.0,60.0,0,1,0,0,0,0,0,0,0,0,0
Braine-l'Alleud,399000.0,3.0,219.0,204.0,0,1,0,0,0,1,0,1,1,0,0
Ganshoren,629000.0,5.0,272.0,0.0,0,0,1,0,0,0,0,1,1,0,0
Braine-l'Alleud,365000.0,3.0,115.0,382.0,0,1,0,0,0,1,0,1,1,0,0
Charleroi Ransart,295000.0,4.0,220.0,350.0,0,1,0,0,0,1,0,1,0,0,0
Stekene,489000.0,5.0,306.0,927.0,0,1,0,0,0,1,0,0,0,0,0
Duffel,245000.0,3.0,82.0,45.0,0,1,0,0,0,1,0,0,0,0,0
Berchem,349000.0,4.0,151.0,57.0,0,1,0,0,0,1,0,1,0,0,0
Braine-l'Alleud,325000.0,3.0,150.0,174.0,0,1,0,0,0,1,0,0,1,0,0
Linkebeek,1150000.0,5.0,450.0,1200.0,0,0,0,0,1,1,1,1,0,0,0
Antwerpen,450000.0,3.0,150.0,150.0,0,1,0,0,0,1,1,1,1,0,0
Borgerhout,315000.0,3.0,183.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Rhode-Saint-Genèse,475000.0,3.0,133.0,391.0,0,1,0,0,0,1,0,1,1,0,0
Nivelles,395000.0,4.0,270.0,187.0,0,1,0,0,0,1,0,1,0,0,0
Hastière-par-delà,97000.0,3.0,139.0,660.0,0,1,0,0,0,0,0,0,0,0,1
Ath,380000.0,4.0,250.0,0.0,0,0,0,0,1,0,0,1,1,0,0
Nivelles,195000.0,3.0,131.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Hannut,305000.0,3.0,154.0,619.0,0,1,0,0,0,1,1,0,1,0,0
Middelkerke,199000.0,3.0,100.0,98.0,0,1,0,0,0,1,0,1,0,0,0
Braine-l'Alleud,295000.0,2.0,133.0,475.0,0,1,0,0,0,1,0,1,1,0,0
Braine-l'Alleud,397500.0,4.0,129.0,207.0,0,1,0,0,0,1,0,1,1,0,0
Ixelles,480000.0,5.0,135.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Grimbergen,420000.0,4.0,165.0,226.0,0,1,0,0,0,1,1,1,1,0,0
Antwerp,1390000.0,4.0,375.0,0.0,0,0,1,0,0,1,0,1,0,0,0
Manage,250000.0,2.0,289.0,220.0,0,0,0,1,0,0,0,1,1,0,1
MONS-LEZ-LIÈGE,450000.0,3.0,200.0,1123.0,0,1,0,0,0,1,0,1,1,0,0
Juprelle,320000.0,4.0,180.0,1340.0,0,1,0,0,0,0,0,1,1,0,1
Braine-l'Alleud,495000.0,5.0,198.0,277.0,0,1,0,0,0,1,0,1,1,0,0
Oostkamp,545000.0,4.0,204.0,767.0,0,1,0,0,0,0,1,0,1,0,0
Huy,229500.0,3.0,115.0,276.0,0,1,0,0,0,1,0,1,1,0,0
Wezembeek-Oppem,450000.0,3.0,100.0,1145.0,0,1,0,0,0,0,0,0,1,0,1
Chaumont-Gistoux,355000.0,2.0,185.0,555.0,0,1,0,0,0,0,0,0,0,0,1
Cuesmes,275000.0,2.0,279.0,394.0,0,1,0,0,0,1,0,1,1,1,1
Waterloo,410000.0,4.0,190.0,160.0,0,1,0,0,0,1,0,1,1,0,0
Pervijze,349000.0,3.0,170.0,713.0,0,1,0,0,0,1,1,1,1,0,0
Lembeek,360000.0,2.0,92.0,2971.0,0,1,0,0,0,1,0,1,0,0,1
Lauwe,139000.0,3.0,225.0,277.0,0,1,0,0,0,1,0,1,1,0,1
Mons,139000.0,4.0,120.0,110.0,0,1,0,0,0,1,0,0,1,0,1
Knokke-Heist,795000.0,3.0,160.0,276.0,0,1,0,0,0,1,0,1,1,0,0
Sart-Dames-Avelines,290000.0,4.0,198.0,1400.0,0,1,0,0,0,1,0,1,1,0,0
DEFTINGE,475000.0,4.0,170.0,769.0,0,0,0,1,0,1,0,1,1,0,1
Geraardsbergen,230000.0,3.0,156.0,382.0,0,1,0,0,0,1,0,1,0,0,0
OVERBOELARE,199900.0,3.0,90.0,250.0,0,0,0,1,0,1,0,1,1,0,0
MOERBEKE,215000.0,3.0,240.0,606.0,0,0,0,1,0,1,0,0,0,0,1
Herseaux,309000.0,3.0,140.0,352.0,0,1,0,0,0,1,0,1,0,0,0
DEFTINGE,475000.0,4.0,170.0,769.0,0,1,0,0,0,1,0,1,1,0,1
Geraardsbergen,230000.0,3.0,156.0,382.0,0,0,0,1,0,1,0,1,0,0,0
OVERBOELARE,199900.0,3.0,90.0,250.0,0,1,0,0,0,1,0,1,1,0,0
MOERBEKE,215000.0,3.0,240.0,606.0,0,1,0,0,0,1,0,0,0,0,1
Nivelles,495000.0,4.0,210.0,539.0,0,1,0,0,0,1,0,1,0,0,1
Lasne,299000.0,5.0,156.0,100.0,0,1,0,0,0,1,0,1,0,0,0
Péronnes-lez-Binche,130000.0,3.0,206.0,235.0,0,1,0,0,0,1,0,1,0,0,1
Falisolle,95000.0,3.0,220.0,960.0,0,1,0,0,0,1,0,0,0,0,1
Bellaire = Beyne-Heusay,339000.0,3.0,161.0,689.0,0,1,0,0,0,1,0,1,0,0,1
Gent,795000.0,4.0,184.0,166.0,0,0,1,0,0,0,0,1,1,0,0
Gent,795000.0,4.0,184.0,166.0,0,1,0,0,0,0,0,1,1,0,0
Zaventem,350000.0,3.0,150.0,389.0,0,1,0,0,0,0,0,0,1,0,1
Willebroek,395000.0,4.0,160.0,1176.0,0,1,0,0,0,1,0,1,1,0,0
Ninove,325000.0,4.0,350.0,516.0,0,1,0,0,0,1,0,1,0,0,1
Lasne,1245000.0,5.0,300.0,2220.0,0,0,0,0,1,1,0,1,1,0,0
Verviers,240000.0,3.0,120.0,577.0,0,1,0,0,0,0,0,1,1,0,0
Willebroek,265000.0,3.0,134.0,101.0,0,1,0,0,0,1,0,1,0,0,0
Koksijde,390000.0,6.0,407.0,355.0,0,1,0,0,0,0,0,0,0,0,1
Dessel,235000.0,4.0,225.0,476.0,0,1,0,0,0,0,0,1,0,0,1
Hamois,350000.0,3.0,165.0,1050.0,0,1,0,0,0,1,0,1,0,0,0
Somme-Leuze Noiseux,259000.0,3.0,140.0,518.0,0,1,0,0,0,1,0,1,1,0,0
Tellin Resteigne,195000.0,3.0,110.0,697.0,0,1,0,0,0,1,0,1,0,0,0
Erpe-Mere,450000.0,5.0,218.0,1550.0,0,1,0,0,0,1,0,1,1,0,0
Libramont-Chevigny,359000.0,4.0,285.0,1158.0,0,1,0,0,0,1,0,1,0,0,1
Grimbergen,419000.0,5.0,190.0,261.0,0,1,0,0,0,1,0,1,1,0,0
Herne,535000.0,5.0,245.0,788.0,0,0,0,0,1,1,0,1,0,0,0
Binche Leval-Trahegnies,165000.0,2.0,115.0,0.0,0,1,0,0,0,0,0,1,0,0,0
Liege,549000.0,6.0,295.0,160.0,0,0,1,0,0,1,0,1,1,0,0
Evere,499000.0,4.0,172.0,187.0,0,1,0,0,0,1,0,1,1,0,0
Hulshout,415000.0,3.0,115.0,856.0,0,1,0,0,0,0,0,1,0,0,0
Antwerp,425000.0,4.0,170.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Antwerpen Borgerhout,274000.0,4.0,160.0,188.0,0,1,0,0,0,0,0,1,1,0,1
Brugge,259000.0,4.0,96.0,70.0,0,1,0,0,0,1,0,1,0,0,0
Uccle,675000.0,3.0,170.0,0.0,0,1,0,0,0,1,0,1,1,0,0
Itegem,348000.0,2.0,169.0,776.0,0,1,0,0,0,1,0,0,0,0,1
Wilsele,360000.0,4.0,153.0,350.0,0,1,0,0,0,0,0,1,1,0,0
Sleidinge,395000.0,3.0,138.0,200.0,0,1,0,0,0,1,0,0,0,0,0
Sint-Pieters-Leeuw,785000.0,6.0,391.0,3529.0,0,1,0,0,0,1,0,1,1,0,0
Sint-Pieters-Leeuw,785000.0,6.0,391.0,3529.0,0,1,0,0,0,1,0,1,1,0,0
Oostham,539000.0,4.0,350.0,1554.0,0,1,0,0,0,0,0,0,0,0,0
Zonhoven,259000.0,3.0,152.0,858.0,0,1,0,0,0,0,0,1,0,0,1
